cat_periodo,mrun,gen_alu,fec_nac_alu,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,fecha_obtencion_titulo,tipo_inst_1,tipo_inst_2,cod_inst,nomb_inst,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,tipo_plan_carr,area_conocimiento,area_generica,cine_f_13_area,cine_f_13_subarea,anio_titulo,mes_titulo,semestre_titulo,duracion_real_sem,edad_titulacion,edad_ingreso,sobreduracion_sem,indice_duracion,titulacion_oportuna,categoria_rezago,genero,cohorte_ingreso,es_no_presencial,atipico_duracion,atipico_edad,atipico_teorica,es_atipico
2022,1617499,1,200204,20 a 24 Años,2020,1,20220303,Institutos Profesionales,Institutos Profesionales,139,Ip Dr. Virginio Gomez G.,182,Tecnico en Mecanica Automotriz y Sistemas Electricos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2022,3,1,5,19,18,1,1.25,False,Rezago leve,Hombre,2020,False,False,False,False,False
2021,355679,2,200101,20 a 24 Años,2020,1,20211103,Institutos Profesionales,Institutos Profesionales,120,Ip Diego Portales,244,Plan Especial Tecnico en Educacion Parvularia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,2,1,3,Ñuble,Diguillin,Chillan,Diurna,Presencial,Plan Especial,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2021,11,2,4,20,19,1,1.333,False,Rezago leve,Mujer,2020,False,False,False,False,False
2025,16735884,2,200009,20 a 24 Años,2021,1,20250717,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,85,Tecnico de Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2025,7,1,9,24,21,4,1.8,False,Rezago moderado,Mujer,2021,False,False,False,False,False
2024,3953683,2,200301,20 a 24 Años,2023,1,20250109,Institutos Profesionales,Institutos Profesionales,139,Ip Dr. Virginio Gomez G.,191,Tecnico en Educacion Basica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Educación,Otros Técnicos de Educación,Educación,Educación,2025,1,1,5,22,20,1,1.25,False,Rezago leve,Mujer,2023,False,False,False,False,False
2024,6159947,1,199509,25 a 29 Años,2017,2,20240621,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,1,Tecnico Superior en Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,6,1,14,28,22,9,2.8,False,Rezago severo,Hombre,2017,True,False,False,False,False
2024,11425748,2,199809,25 a 29 Años,2019,1,20241129,Universidades,Universidades Privadas,7,Universidad Bolivariana,4,Derecho,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,11,Biobío,Biobio,Los Angeles,Vespertina,Presencial,Plan Regular,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,2024,11,2,12,26,21,1,1.091,False,Rezago leve,Mujer,2019,False,False,False,False,False
2021,7852502,1,199907,20 a 24 Años,2018,1,20210406,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,380,Tecnico en Maquinaria y Vehiculos Pesados,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Mantenimiento Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2021,4,1,7,21,19,2,1.4,False,Rezago leve,Hombre,2018,False,False,False,False,False
2020,11656413,2,199907,20 a 24 Años,2018,1,20210209,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,131,Gastronomia Internacional,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Gastronomía y Cocina,Servicios,Servicios Personales,2021,2,1,7,21,19,3,1.75,False,Rezago moderado,Mujer,2018,False,False,False,False,False
2023,3353512,1,198705,35 a 39 Años,2006,1,20231121,Universidades,Universidades Cruch,70,Universidad de Chile,21,Derecho,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,2023,11,2,36,36,19,26,3.6,False,Rezago severo,Hombre,2006,False,False,False,False,False
2024,25460029,1,200212,20 a 24 Años,2021,1,20240526,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,34,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2024,5,1,7,21,19,2,1.4,False,Rezago leve,Hombre,2021,False,False,False,False,False
2022,478980,1,199505,25 a 29 Años,2018,1,20230105,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,413,Ingenieria en Electricidad y Automatizacion Industrial,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,San Joaquin,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Electricidad,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,1,1,11,27,23,3,1.375,False,Rezago moderado,Hombre,2018,False,False,False,False,False
2025,14156442,1,200101,20 a 24 Años,2022,1,20250306,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,34,Tecnico en Mantenimiento Industrial,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Biobío,Concepcion,San Pedro de la Paz,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Mantenimiento Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2025,3,1,7,24,21,3,1.75,False,Rezago moderado,Hombre,2022,False,False,False,False,False
2022,12561845,1,199610,25 a 29 Años,2015,1,20220330,Universidades,Universidades Cruch,71,Universidad de Santiago de Chile,14,Ingenieria Civil en Electricidad,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,1,12,Metropolitana,Santiago,Estacion Central,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil Eléctrica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2022,3,1,15,25,19,3,1.25,False,Rezago moderado,Hombre,2015,False,False,False,False,False
2025,22225151,2,199301,30 a 34 Años,2024,1,20260227,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,107,Contabilidad General,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,San Joaquin,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Contabilidad General,Administración de Empresas y Derecho,Educación Comercial y Administración,2026,2,1,5,33,31,0,1.0,True,Oportuna,Mujer,2024,False,False,False,False,False
2024,17695,1,200210,20 a 24 Años,2021,1,20250113,Institutos Profesionales,Institutos Profesionales,116,Ip Santo Tomas,57,Analista Programador,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2025,1,1,9,22,19,4,1.8,False,Rezago moderado,Hombre,2021,False,False,False,False,False
2020,788317,2,198601,30 a 34 Años,2019,1,20200312,Centros de Formación Técnica,Centros de Formación Técnica,280,Cft los Lagos,380,Tecnico en Educacion Parvularia y Primer Ciclo de Enseñanza General Basica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,6,Valparaíso,Quillota,Quillota,Diurna,Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2020,3,1,3,34,33,-3,0.5,True,Oportuna,Mujer,2019,False,False,False,False,False
2024,16553426,1,199911,20 a 24 Años,2018,1,20240607,Universidades,Universidades Cruch,86,Pontificia Universidad Catolica de Chile,516,"Ingenieria Civil de Industrias, Diploma en Ingenieria de la Construccion",Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Metropolitana,Santiago,Macul,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,6,1,13,24,19,1,1.083,False,Rezago leve,Hombre,2018,False,False,False,False,False
2021,9000342,2,199302,25 a 29 Años,2016,1,20210803,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,104,Ingenieria en Construccion,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,9,1,9,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Construcción,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2021,8,2,12,28,23,3,1.333,False,Rezago moderado,Mujer,2016,False,False,False,False,False
2021,2958918,1,199611,20 a 24 Años,2016,1,20220120,Universidades,Universidades Privadas,45,Universidad del Desarrollo,2,Ingenieria Comercial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Administración y Comercio,Ingeniería Comercial,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,1,1,13,25,20,3,1.3,False,Rezago moderado,Hombre,2016,False,False,False,False,False
2025,20095296,1,199302,30 a 34 Años,2017,1,20250314,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,119,Ingenieria en Logistica,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Biobío,Concepcion,Talcahuano,Vespertina,Presencial,Plan Regular,Administración y Comercio,Ingeniería en Logística,Administración de Empresas y Derecho,Educación Comercial y Administración,2025,3,1,17,32,24,9,2.125,False,Rezago severo,Hombre,2017,False,False,False,False,False
2021,3160118,2,199310,25 a 29 Años,2019,1,20220215,Centros de Formación Técnica,Centros de Formación Técnica,328,Cft Instituto Superior de Estudios Juridicos Canon,7,Tecnico en Educacion de Parvulos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Los Ríos,Del Ranco,Futrono,Diurna,Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2022,2,1,7,28,26,2,1.4,False,Rezago leve,Mujer,2019,False,False,False,False,False
2024,4376557,2,199612,25 a 29 Años,2018,1,20250210,Universidades,Universidades Privadas,13,Universidad Santo Tomas,31,Kinesiologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Salud,Kinesiología,Salud y Bienestar,Salud,2025,2,1,15,28,22,5,1.5,False,Rezago severo,Mujer,2018,False,False,False,False,False
2024,13663366,2,200107,20 a 24 Años,2020,1,20241216,Universidades,Universidades Cruch,71,Universidad de Santiago de Chile,2,Administracion Publica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Metropolitana,Santiago,Estacion Central,Diurna,Presencial,Plan Regular,Ciencias Sociales,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,12,2,10,23,19,0,1.0,True,Oportuna,Mujer,2020,False,False,False,False,False
2020,5726839,2,199812,20 a 24 Años,2018,1,20210205,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,138,Prevencion de Riesgos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,La Araucanía,Cautin,Temuco,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Prevención de Riesgos,Servicios,Servicios de Higiene y Salud Ocupacional,2021,2,1,7,22,20,3,1.75,False,Rezago moderado,Mujer,2018,False,False,False,False,False
2024,4989854,2,200006,20 a 24 Años,2019,1,20250103,Universidades,Universidades Privadas,20,Universidad Andres Bello,67,Trabajo Social,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2025,1,1,13,24,19,3,1.3,False,Rezago moderado,Mujer,2019,False,False,False,False,False
2023,18992932,1,199210,30 a 34 Años,2020,2,20230510,Institutos Profesionales,Institutos Profesionales,120,Ip Diego Portales,105,Ingenieria en Prevencion de Riesgos,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Biobío,Concepcion,Concepcion,A Distancia,No Presencial,Plan Regular,Tecnología,Ingeniería en Prevención de Riesgos,Servicios,Servicios de Higiene y Salud Ocupacional,2023,5,1,6,30,28,-2,0.75,True,Oportuna,Hombre,2020,True,False,False,False,False
2025,1720406,2,199602,25 a 29 Años,2018,1,20250808,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,104,Ingenieria en Construccion,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Construcción,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2025,8,2,16,29,22,8,2.0,False,Rezago severo,Mujer,2018,False,False,False,False,False
2024,14695760,1,199911,20 a 24 Años,2020,1,20240614,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,42,Analista Programador,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2024,6,1,9,24,21,4,1.8,False,Rezago moderado,Hombre,2020,False,False,False,False,False
2022,6304596,2,199805,20 a 24 Años,2020,1,20220725,Institutos Profesionales,Institutos Profesionales,123,Ip de Chile,192,Tecnico en Educacion Diferencial e Inclusion,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Educación,Técnico Asistente del Educador Diferencial,Educación,Educación,2022,7,1,5,24,22,0,1.0,True,Oportuna,Mujer,2020,False,False,False,False,False
2023,17257395,2,198604,35 a 39 Años,2021,1,20231020,Centros de Formación Técnica,Centros de Formación Técnica,908,Cft de la Region de Antofagasta,2,Tecnico de Nivel Superior en Educacion Parvularia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Antofagasta,El Loa,Calama,Vespertina,Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2023,10,2,6,37,35,1,1.2,False,Rezago leve,Mujer,2021,False,False,False,False,False
2025,23007498,1,199508,25 a 29 Años,2023,1,20250314,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,186,Tecnico en Electricidad Industrial,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Los Lagos,Osorno,Osorno,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Electricidad y Electricidad Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2025,3,1,5,29,28,1,1.25,False,Rezago leve,Hombre,2023,False,False,False,False,False
2025,13114209,2,199111,30 a 34 Años,2020,2,20260109,Universidades,Universidades Privadas,10,Universidad Mayor,16,Ingenieria Comercial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,1,9,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Ingeniería Comercial,Administración de Empresas y Derecho,Educación Comercial y Administración,2026,1,1,12,34,29,3,1.333,False,Rezago moderado,Mujer,2020,True,False,False,False,False
2025,2992987,2,199904,25 a 29 Años,2023,1,20250428,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,651,Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,San Joaquin,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2025,4,1,5,26,24,0,1.0,True,Oportuna,Mujer,2023,False,False,False,False,False
2022,4960947,1,199507,25 a 29 Años,2014,1,20220509,Universidades,Universidades Cruch,79,Universidad de Atacama,5,Ingenieria Civil en Minas,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Atacama,Copiapo,Copiapo,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil en Minas,"Ingeniería, Industria y Construcción",Industria y Producción,2022,5,1,17,26,19,5,1.417,False,Rezago severo,Hombre,2014,False,False,False,False,False
2021,24622184,2,197906,40 y Más Años,2019,1,20210903,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,651,Tecnico en Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Conchali,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,9,2,6,42,40,1,1.2,False,Rezago leve,Mujer,2019,True,False,False,False,False
2022,17484250,1,200110,20 a 24 Años,2020,1,20220803,Universidades,Universidades Cruch,84,Universidad de los Lagos,81,Tecnico Universitario en Construccion,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Los Lagos,Osorno,Osorno,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Construcción y Obras Civiles,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2022,8,2,6,20,19,1,1.2,False,Rezago leve,Hombre,2020,False,False,False,False,False
2021,10498990,2,199212,25 a 29 Años,2019,1,20210507,Universidades,Universidades Privadas,4,Universidad Central de Chile,813,Tecnico de Nivel Superior en Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,5,1,5,28,27,1,1.25,False,Rezago leve,Mujer,2019,False,False,False,False,False
2025,642669,2,200008,20 a 24 Años,2020,1,20260129,Universidades,Universidades Cruch,85,Universidad Tecnologica Metropolitana,39,Trabajo Social,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,3,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2026,1,1,13,25,20,3,1.3,False,Rezago moderado,Mujer,2020,False,False,False,False,False
2020,14895907,2,196009,40 y Más Años,2019,1,20210205,Institutos Profesionales,Institutos Profesionales,116,Ip Santo Tomas,4,Servicio Social,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,4,0,4,Valparaíso,Valparaiso,Viña del Mar,Vespertina,Presencial,Plan Regular de Continuidad,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2021,2,1,5,60,59,1,1.25,False,Rezago leve,Mujer,2019,False,False,False,False,False
2021,10134429,1,199601,25 a 29 Años,2017,1,20210526,Centros de Formación Técnica,Centros de Formación Técnica,456,Cft Ceduc - Ucn,7,Electricidad y Electronica Industrial,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Coquimbo,Elqui,Coquimbo,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Electricidad y Electricidad Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2021,5,1,9,25,21,4,1.8,False,Rezago moderado,Hombre,2017,False,False,False,False,False
2023,23621837,1,199904,20 a 24 Años,2018,1,20230421,Universidades,Universidades Privadas,50,Universidad Bernardo O'Higgins,246,Tecnologia Medica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Tecnología Médica,Salud y Bienestar,Salud,2023,4,1,11,24,19,1,1.1,False,Rezago leve,Hombre,2018,False,False,False,False,False
2023,9349532,2,200011,20 a 24 Años,2019,1,20240201,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,79,Tecnico en Educacion Especial,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Educación,Técnico Asistente del Educador Diferencial,Educación,Educación,2024,2,1,11,23,19,6,2.2,False,Rezago severo,Mujer,2019,False,False,False,False,False
2020,19533896,1,198802,30 a 34 Años,2018,1,20200831,Centros de Formación Técnica,Centros de Formación Técnica,629,Cft Pucv,0,Tecnico en Construccion,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,1,5,Valparaíso,Valparaiso,Viña del Mar,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Construcción y Obras Civiles,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2020,8,2,6,32,30,1,1.2,False,Rezago leve,Hombre,2018,False,False,False,False,False
2023,19875032,2,199808,20 a 24 Años,2019,1,20230425,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,108,Preparador Fisico,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Antofagasta,Antofagasta,Antofagasta,Diurna,Presencial,Plan Regular,Educación,"Técnico en Deporte, Recreación y Preparación Física",Servicios,Servicios Personales,2023,4,1,9,24,21,4,1.8,False,Rezago moderado,Mujer,2019,False,False,False,False,False
2024,20151412,1,198405,40 y Más Años,2022,1,20240321,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,2,Ingenieria en Administracion de Empresas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,4,1,4,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Especial,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,3,1,5,39,38,1,1.25,False,Rezago leve,Hombre,2022,True,False,False,False,False
2022,18237636,2,200001,20 a 24 Años,2020,1,20220630,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,609,Gastronomia Internacional,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,San Joaquin,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Gastronomía y Cocina,Servicios,Servicios Personales,2022,6,1,5,22,20,0,1.0,True,Oportuna,Mujer,2020,False,False,False,False,False
2023,1343778,2,199506,25 a 29 Años,2014,1,20231227,Universidades,Universidades Cruch,88,Universidad Tecnica Federico Santa Maria,17,Ingenieria Civil Mecanica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,12,2,20,28,19,8,1.667,False,Rezago severo,Mujer,2014,False,False,False,False,False
2025,17116588,2,199904,25 a 29 Años,2023,2,20251125,Institutos Profesionales,Institutos Profesionales,106,Ip Providencia,315,Tecnico de Nivel Superior en Administracion de Empresas Mencion Marketing,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2025,11,2,5,26,24,1,1.25,False,Rezago leve,Mujer,2023,True,False,False,False,False
2023,6652473,1,198501,35 a 39 Años,2021,1,20230721,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,21,Tecnico en Construccion,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Construcción y Obras Civiles,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2023,7,1,5,38,36,0,1.0,True,Oportuna,Hombre,2021,False,False,False,False,False
2025,21592550,1,199103,30 a 34 Años,2022,1,20260211,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,23,Construccion Civil,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Tecnología,Construcción Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2026,2,1,9,34,31,1,1.125,False,Rezago leve,Hombre,2022,False,False,False,False,False
2021,10383663,2,199508,25 a 29 Años,2015,1,20210623,Universidades,Universidades Privadas,31,Universidad Autonoma de Chile,41,Enfermeria,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,La Araucanía,Cautin,Temuco,Diurna,Presencial,Plan Regular,Salud,Enfermería,Salud y Bienestar,Salud,2021,6,1,13,25,20,3,1.3,False,Rezago moderado,Mujer,2015,False,False,False,False,False
2020,22021091,1,199406,25 a 29 Años,2016,1,20200313,Universidades,Universidades Cruch,89,Pontificia Universidad Catolica de Valparaiso,10,Contador Auditor,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Administración y Comercio,Contador Auditor,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,3,1,9,25,22,-1,0.9,True,Oportuna,Hombre,2016,False,False,False,False,False
2020,9336848,2,197609,40 y Más Años,2018,1,20201103,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,118,Tecnico en Administracion de Empresas Mencion Recursos Humanos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Antofagasta,Antofagasta,Antofagasta,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,11,2,6,44,42,1,1.2,False,Rezago leve,Mujer,2018,False,False,False,False,False
2024,12577129,2,199801,25 a 29 Años,2018,1,20241106,Universidades,Universidades Privadas,50,Universidad Bernardo O'Higgins,214,Enfermeria,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Enfermería,Salud y Bienestar,Salud,2024,11,2,14,26,20,4,1.4,False,Rezago moderado,Mujer,2018,False,False,False,False,False
2023,5275790,1,199506,25 a 29 Años,2016,1,20230425,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,131,Gastronomia Internacional,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Biobío,Concepcion,Talcahuano,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Gastronomía y Cocina,Servicios,Servicios Personales,2023,4,1,15,27,21,11,3.75,False,Rezago severo,Hombre,2016,False,False,False,False,False
2021,13562897,2,199507,25 a 29 Años,2020,1,20210915,Universidades,Universidades Privadas,7,Universidad Bolivariana,41,Tecnico de Nivel Superior en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Tarapacá,Iquique,Iquique,Semipresencial,Semipresencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2021,9,2,4,26,25,-1,0.8,True,Oportuna,Mujer,2020,False,False,False,False,False
2025,1857823,1,200112,20 a 24 Años,2022,1,20250318,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,67,Tecnico en Logistica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Tarapacá,Iquique,Iquique,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Logística,Administración de Empresas y Derecho,Educación Comercial y Administración,2025,3,1,7,23,21,3,1.75,False,Rezago moderado,Hombre,2022,False,False,False,False,False
